,genelength,GCcontent,Gcontent,Acontent
Zm00001eb176490_T001,1326,63.80090497737556,28.808446455505276,17.26998491704374
Zm00001eb199840_T001,1809,61.912658927584296,30.23770038695412,20.453289110005528
Zm00001eb189680_T001,339,47.49262536873156,26.548672566371685,35.39823008849557
Zm00001eb195320_T001,639,41.31455399061033,22.22222222222222,32.237871674491394
Zm00001eb199810_T002,1047,42.59789875835721,24.164278892072588,30.563514804202484
Zm00001eb166870_T001,1077,64.9953574744661,30.919220055710305,16.434540389972145
Zm00001eb169420_T001,210,64.28571428571429,24.761904761904763,12.380952380952381
Zm00001eb179960_T001,1101,71.48047229791099,33.787465940054496,15.712988192552224
Zm00001eb175410_T001,327,69.72477064220183,38.837920489296636,10.703363914373089
Zm00001eb175740_T001,375,70.13333333333334,39.733333333333334,18.933333333333334
Zm00001eb199490_T002,741,67.20647773279353,31.039136302294196,17.00404858299595
Zm00001eb191080_T001,834,61.87050359712231,31.534772182254194,21.34292565947242
Zm00001eb172110_T002,657,45.81430745814307,22.831050228310502,28.767123287671232
Zm00001eb206280_T001,642,38.940809968847354,21.962616822429908,27.8816199376947
Zm00001eb170770_T001,1341,64.72781506338553,33.1096196868009,18.120805369127517
Zm00001eb191920_T002,2196,55.14571948998178,26.821493624772312,23.36065573770492
Zm00001eb166170_T001,453,59.82339955849889,29.13907284768212,26.269315673289185
Zm00001eb198120_T002,777,61.261261261261254,30.759330759330762,20.334620334620336
Zm00001eb209670_T001,1398,65.80829756795423,27.82546494992847,15.30758226037196
Zm00001eb178280_T001,2853,64.63371889239397,31.30038555906064,19.242902208201894
Zm00001eb202480_T001,474,69.62025316455697,36.91983122362869,17.51054852320675
Zm00001eb170170_T001,552,67.02898550724638,38.58695652173913,20.833333333333336
Zm00001eb167690_T003,528,67.42424242424242,37.5,16.856060606060606
Zm00001eb182340_T001,1059,47.59206798866856,25.495750708215297,23.229461756373937
Zm00001eb188090_T001,546,52.38095238095239,26.190476190476193,21.428571428571427
Zm00001eb180110_T001,189,38.095238095238095,25.396825396825395,33.86243386243386
Zm00001eb188370_T001,1311,57.89473684210527,29.51945080091533,22.50190694126621
Zm00001eb191420_T001,2328,50.687285223367695,27.10481099656357,24.012027491408936
Zm00001eb173500_T001,927,68.82416396979504,36.24595469255664,16.936353829557714
Zm00001eb186760_T001,510,54.90196078431373,28.431372549019606,23.72549019607843
Zm00001eb190540_T001,1095,52.237442922374434,24.200913242009133,19.269406392694062
Zm00001eb203460_T002,1452,65.35812672176309,33.539944903581265,20.454545454545457
Zm00001eb186650_T001,1020,70.19607843137254,33.13725490196078,16.07843137254902
Zm00001eb187880_T002,1128,65.60283687943263,28.368794326241137,19.326241134751772
Zm00001eb197830_T001,237,47.257383966244724,24.894514767932492,27.42616033755274
Zm00001eb186160_T001,291,64.26116838487972,23.02405498281787,19.243986254295535
Zm00001eb169580_T008,1698,42.10836277974087,23.38044758539458,28.150765606595996
Zm00001eb199930_T001,477,78.19706498951781,41.509433962264154,10.90146750524109
Zm00001eb202080_T001,1533,66.92759295499022,30.071754729288973,14.61187214611872
Zm00001eb201060_T002,510,46.470588235294116,22.745098039215687,28.03921568627451
Zm00001eb191680_T001,1899,60.61084781463928,32.38546603475513,23.06477093206951
Zm00001eb179090_T002,612,59.64052287581699,31.045751633986928,15.849673202614378
Zm00001eb209300_T002,1476,76.8970189701897,37.53387533875339,10.70460704607046
Zm00001eb174240_T001,681,66.81350954478708,26.431718061674008,19.823788546255507
Zm00001eb198710_T002,1110,52.43243243243243,22.882882882882882,25.945945945945947
Zm00001eb203850_T004,2031,51.30477597242737,28.458887247661252,28.458887247661252
Zm00001eb174030_T001,2262,51.724137931034484,28.735632183908045,26.08311229000884
Zm00001eb194800_T001,1218,70.60755336617406,34.40065681444992,13.957307060755337
Zm00001eb170560_T001,1506,62.28419654714475,31.739707835325365,19.12350597609562
Zm00001eb176420_T001,1167,67.18080548414738,34.96143958868895,16.452442159383033
Zm00001eb190640_T001,375,57.333333333333336,32.266666666666666,21.866666666666667
Zm00001eb196600_T001,744,50.67204301075269,28.763440860215056,27.1505376344086
Zm00001eb171540_T001,690,50.289855072463766,22.17391304347826,24.492753623188406
Zm00001eb205640_T001,411,54.74452554744526,29.44038929440389,19.951338199513383
Zm00001eb178220_T001,375,44.266666666666666,24.266666666666666,26.400000000000002
Zm00001eb179130_T002,651,54.99231950844854,29.953917050691242,24.270353302611365
Zm00001eb174360_T001,2163,47.66527970411465,25.057790106333794,28.247803975959318
Zm00001eb173880_T005,1404,56.1965811965812,32.62108262108262,25.14245014245014
Zm00001eb166840_T001,396,43.686868686868685,25.252525252525253,25.757575757575758
Zm00001eb170840_T001,1959,42.470648289943846,23.021949974476776,30.06636038795304
Zm00001eb193310_T001,408,63.23529411764706,30.88235294117647,20.098039215686274
Zm00001eb198510_T001,828,70.77294685990339,35.869565217391305,14.734299516908212
Zm00001eb172400_T001,336,47.61904761904761,23.214285714285715,27.380952380952383
Zm00001eb169720_T001,333,64.56456456456456,34.53453453453454,18.31831831831832
Zm00001eb199530_T003,2190,55.02283105022832,26.48401826484018,24.703196347031962
Zm00001eb171850_T001,588,41.83673469387755,17.346938775510203,30.102040816326532
Zm00001eb171380_T001,1467,48.53442399454669,30.061349693251532,28.016359918200408
Zm00001eb181300_T001,609,41.54351395730706,22.824302134646963,25.451559934318556
Zm00001eb196310_T001,2463,53.958587088915955,28.907835972391393,22.93950466910272
Zm00001eb197290_T001,2592,54.93827160493827,27.970679012345677,24.6141975308642
Zm00001eb207080_T003,1824,51.64473684210527,25.932017543859647,24.013157894736842
Zm00001eb196960_T001,1524,71.12860892388451,35.498687664041995,13.188976377952756
Zm00001eb202750_T001,426,64.31924882629107,27.699530516431924,17.136150234741784
Zm00001eb200250_T001,588,38.435374149659864,20.408163265306122,28.061224489795915
Zm00001eb193500_T001,1593,65.47394852479597,31.13622096672944,17.200251098556183
Zm00001eb190260_T001,1476,51.42276422764228,24.59349593495935,23.3739837398374
Zm00001eb171930_T001,702,47.57834757834758,15.0997150997151,25.356125356125357
Zm00001eb206360_T001,627,73.52472089314195,33.33333333333333,13.237639553429027
Zm00001eb201800_T001,273,53.84615384615385,24.175824175824175,25.64102564102564
Zm00001eb188890_T002,996,54.91967871485943,25.0,20.080321285140563
Zm00001eb194540_T001,1257,56.64280031821798,25.059665871121716,19.888623707239457
Zm00001eb190790_T001,2391,47.887913007109994,26.390631534922626,28.48180677540778
Zm00001eb170730_T001,510,52.156862745098046,28.823529411764703,22.35294117647059
Zm00001eb199500_T001,783,69.8595146871009,38.69731800766284,16.85823754789272
Zm00001eb202010_T001,315,62.22222222222222,33.65079365079365,19.682539682539684
Zm00001eb178370_T001,639,65.10172143974961,33.33333333333333,20.187793427230048
Zm00001eb191990_T001,615,50.081300813008134,26.82926829268293,26.34146341463415
Zm00001eb176820_T001,783,64.8786717752235,30.906768837803323,18.901660280970624
Zm00001eb204880_T001,321,55.140186915887845,32.087227414330215,23.67601246105919
Zm00001eb167300_T003,936,46.26068376068376,22.97008547008547,31.837606837606835
Zm00001eb201700_T001,759,46.9038208168643,17.654808959156785,28.063241106719367
Zm00001eb197280_T001,1038,66.08863198458575,29.57610789980732,19.171483622350674
Zm00001eb174970_T001,1371,64.84318016046682,28.30051057622174,15.098468271334792
Zm00001eb203050_T001,501,43.51297405189621,25.748502994011975,28.74251497005988
Zm00001eb201020_T001,726,61.15702479338842,32.92011019283746,25.068870523415974
Zm00001eb192820_T002,2349,42.40102171136654,22.520221370796083,27.203065134099617
Zm00001eb203020_T002,864,44.907407407407405,20.71759259259259,26.620370370370374
Zm00001eb170750_T001,303,57.0957095709571,27.39273927392739,23.432343234323433
Zm00001eb191840_T001,540,49.81481481481482,30.0,33.33333333333333
Zm00001eb193140_T001,639,43.50547730829421,25.508607198748045,30.51643192488263
Zm00001eb198550_T001,672,76.33928571428571,38.095238095238095,10.119047619047619
Zm00001eb178210_T001,561,56.32798573975044,26.737967914438503,23.707664884135475
Zm00001eb183370_T002,747,49.39759036144578,26.506024096385545,25.702811244979916
Zm00001eb194260_T002,996,46.787148594377506,24.59839357429719,27.710843373493976
Zm00001eb183880_T001,1608,52.48756218905473,28.66915422885572,22.761194029850746
Zm00001eb178800_T001,1467,55.21472392638037,29.9931833674165,24.130879345603272
Zm00001eb194200_T001,747,58.099062918340024,31.593038821954483,24.63186077643909
Zm00001eb177240_T001,1602,66.10486891385767,32.45942571785269,16.604244694132333
Zm00001eb166310_T001,303,67.32673267326733,23.762376237623762,16.5016501650165
Zm00001eb181010_T001,576,62.84722222222222,30.90277777777778,16.145833333333336
Zm00001eb176380_T001,2109,63.01564722617354,31.53153153153153,17.59127548601233
Zm00001eb191150_T001,225,60.0,32.0,17.77777777777778
Zm00001eb200650_T004,2193,75.60419516643867,36.79890560875513,12.129502963976288
Zm00001eb181420_T001,966,69.15113871635612,32.40165631469979,14.803312629399587
Zm00001eb190090_T001,1179,59.541984732824424,27.989821882951656,23.66412213740458
Zm00001eb203910_T001,411,48.661800486618006,25.060827250608277,25.304136253041364
Zm00001eb194750_T001,1140,68.24561403508773,36.40350877192983,15.175438596491228
Zm00001eb194730_T004,6057,45.071817731550276,25.920422651477633,32.39227340267459
Zm00001eb174730_T001,1887,50.344462109167985,28.45786963434022,27.556968733439323
Zm00001eb182460_T003,909,55.66556655665566,30.583058305830583,22.662266226622663
Zm00001eb204920_T002,1239,48.3454398708636,23.728813559322035,26.55367231638418
Zm00001eb190780_T001,660,68.93939393939394,39.24242424242424,17.12121212121212
Zm00001eb206650_T005,1110,47.927927927927925,25.405405405405407,29.18918918918919
Zm00001eb184950_T001,189,47.61904761904761,28.04232804232804,28.57142857142857
Zm00001eb191610_T001,999,68.66866866866866,32.83283283283283,16.716716716716718
Zm00001eb187310_T001,1824,73.30043859649122,37.06140350877193,13.486842105263158
Zm00001eb194300_T001,1548,52.002583979328165,26.679586563307495,21.511627906976745
Zm00001eb173890_T001,954,53.66876310272537,27.148846960167717,23.89937106918239
Zm00001eb172550_T001,1149,54.13402959094865,28.54656222802437,22.28024369016536
Zm00001eb191550_T001,423,51.77304964539007,31.20567375886525,25.295508274231675
Zm00001eb207690_T001,1494,63.85542168674698,29.71887550200803,16.532797858099062
Zm00001eb194080_T001,1455,65.15463917525773,33.12714776632302,18.075601374570446
Zm00001eb205390_T001,654,58.40978593272171,30.428134556574925,20.33639143730887
Zm00001eb185010_T001,396,70.2020202020202,37.37373737373738,15.656565656565657
Zm00001eb198050_T001,1263,65.7957244655582,31.74980205859066,19.08155186064925
Zm00001eb207370_T002,1071,49.85994397759104,26.330532212885156,26.23716153127918
Zm00001eb183980_T001,828,46.85990338164252,24.516908212560388,26.932367149758452
Zm00001eb176120_T001,465,53.333333333333336,27.09677419354839,23.870967741935484
Zm00001eb166050_T001,330,44.84848484848485,28.78787878787879,30.909090909090907
Zm00001eb195850_T001,1026,65.8869395711501,26.413255360623783,19.298245614035086
Zm00001eb194370_T001,1773,62.944162436548226,27.749576988155667,20.98138747884941
Zm00001eb173090_T001,1386,49.278499278499275,26.623376623376622,25.97402597402597
Zm00001eb205200_T001,2211,61.78199909543193,31.524197195838987,19.810040705563093
Zm00001eb208950_T001,327,44.64831804281346,25.688073394495415,29.357798165137616
Zm00001eb195660_T001,342,39.473684210526315,19.883040935672515,28.362573099415204
Zm00001eb177000_T001,1452,68.87052341597796,32.36914600550964,15.151515151515152
Zm00001eb188140_T003,792,64.14141414141415,31.313131313131315,18.939393939393938
Zm00001eb185570_T001,1254,52.63157894736842,27.830940988835728,22.567783094098885
Zm00001eb168910_T001,1545,54.95145631067962,27.055016181229774,23.948220064724918
Zm00001eb189030_T002,4146,44.500723589001446,24.21611191509889,29.353593825373853
Zm00001eb196570_T001,1209,71.38130686517783,37.799834574028125,15.136476426799009
Zm00001eb190610_T001,1950,53.17948717948718,28.666666666666668,27.897435897435898
Zm00001eb185560_T001,657,74.73363774733637,35.46423135464231,14.45966514459665
Zm00001eb165330_T001,495,53.333333333333336,28.484848484848484,23.434343434343436
Zm00001eb171490_T001,474,51.0548523206751,20.464135021097047,23.628691983122362
Zm00001eb169610_T001,2874,46.62491301322199,25.191370911621437,29.0883785664579
Zm00001eb180710_T001,444,42.34234234234234,19.36936936936937,28.37837837837838
Zm00001eb184840_T001,3882,43.53426069036579,23.57032457496136,30.16486347243689
Zm00001eb185920_T001,837,68.10035842293907,35.364396654719236,17.801672640382318
Zm00001eb192570_T001,2328,44.24398625429553,22.938144329896907,29.510309278350515
Zm00001eb201190_T001,1530,71.69934640522875,33.8562091503268,16.99346405228758
Zm00001eb184350_T001,483,43.68530020703933,21.11801242236025,30.020703933747413
Zm00001eb191020_T001,1974,52.68490374873353,26.494427558257343,23.353596757852078
Zm00001eb169030_T001,1962,53.312945973496426,28.440366972477065,25.891946992864423
Zm00001eb209850_T001,4482,49.129852744310575,23.761713520749666,26.84069611780455
Zm00001eb171210_T003,1650,47.090909090909086,25.87878787878788,25.09090909090909
Zm00001eb174410_T001,480,57.49999999999999,27.916666666666668,23.958333333333336
Zm00001eb187820_T001,498,65.46184738955823,33.93574297188755,14.859437751004014
Zm00001eb164660_T001,675,52.148148148148145,30.962962962962965,29.777777777777775
Zm00001eb168160_T001,765,52.54901960784314,29.411764705882355,27.58169934640523
Zm00001eb176980_T001,3582,53.32216638749302,27.86152987158012,24.34394193188163
Zm00001eb178600_T001,669,68.16143497757847,29.895366218236173,15.396113602391628
Zm00001eb168300_T001,420,47.61904761904761,21.428571428571427,30.714285714285715
Zm00001eb176090_T001,978,48.466257668711656,26.89161554192229,25.971370143149286
Zm00001eb209360_T002,657,64.07914764079148,31.963470319634702,18.2648401826484
Zm00001eb205930_T001,1284,53.58255451713395,27.80373831775701,23.598130841121495
Zm00001eb198140_T003,1131,60.30061892130858,29.354553492484527,20.601237842617152
Zm00001eb172700_T002,1803,43.53854686633389,23.68275097060455,31.94675540765391
Zm00001eb176610_T001,1134,50.264550264550266,23.10405643738977,24.6031746031746
Zm00001eb178540_T003,888,54.166666666666664,29.27927927927928,27.47747747747748
Zm00001eb178650_T003,771,47.85992217898833,25.94033722438392,27.496757457846954
Zm00001eb209260_T001,1254,48.006379585326954,24.880382775119617,26.156299840510368
Zm00001eb190520_T001,162,41.9753086419753,22.839506172839506,29.01234567901235
Zm00001eb208980_T002,2010,67.16417910447761,32.985074626865675,17.313432835820898
Zm00001eb165410_T001,1473,68.1602172437203,34.82688391038696,17.040054310930074
Zm00001eb173000_T001,465,38.494623655913976,22.1505376344086,22.795698924731184
Zm00001eb170100_T001,1191,65.23929471032746,31.57010915197313,17.884130982367758
Zm00001eb209790_T001,1125,74.13333333333333,37.422222222222224,11.822222222222223
Zm00001eb191170_T001,651,72.35023041474655,33.6405529953917,14.285714285714285
Zm00001eb197260_T001,930,75.80645161290323,37.634408602150536,9.46236559139785
Zm00001eb205940_T001,1317,63.9331814730448,30.447987851176915,22.247532270311314
Zm00001eb205140_T002,2547,50.60855908912446,27.28700431880644,24.931291715744013
Zm00001eb199950_T001,1752,68.37899543378995,34.58904109589041,15.41095890410959
Zm00001eb179390_T001,1281,63.85636221701796,32.31850117096019,19.437939110070257
Zm00001eb203200_T004,1146,45.98603839441536,23.123909249563702,27.57417102966841
Zm00001eb198770_T001,294,61.904761904761905,30.612244897959183,21.428571428571427
Zm00001eb191560_T001,1374,46.724890829694324,25.327510917030565,26.27365356622999
Zm00001eb170900_T001,966,55.48654244306418,25.77639751552795,21.428571428571427
Zm00001eb170020_T001,1581,60.404807084123966,26.5022137887413,20.936116382036683
Zm00001eb186910_T001,2688,45.796130952380956,22.544642857142858,28.720238095238095
Zm00001eb174160_T001,2424,71.65841584158416,35.024752475247524,13.902640264026402
Zm00001eb191870_T001,948,42.29957805907173,24.578059071729957,27.742616033755276
Zm00001eb165040_T002,1620,62.46913580246913,29.876543209876544,19.876543209876544
Zm00001eb179510_T003,1170,60.17094017094017,34.52991452991453,21.28205128205128
Zm00001eb174840_T001,813,57.07257072570726,26.691266912669125,22.63222632226322
Zm00001eb179250_T001,492,63.00813008130082,23.78048780487805,14.227642276422763
Zm00001eb187580_T004,1155,52.2077922077922,28.31168831168831,23.982683982683984
Zm00001eb172620_T001,336,48.80952380952381,22.61904761904762,25.595238095238095
Zm00001eb189390_T002,699,66.80972818311875,33.90557939914164,19.45636623748212
Zm00001eb207450_T003,2745,50.27322404371585,24.153005464480877,25.282331511839708
Zm00001eb207540_T001,9639,41.000103745201784,21.755368814192344,28.727046374105196
Zm00001eb198430_T001,789,58.174904942965775,31.812420785804818,23.193916349809886
Zm00001eb173780_T001,297,53.198653198653204,29.629629629629626,29.629629629629626
Zm00001eb194530_T001,912,66.55701754385966,30.263157894736842,15.460526315789474
Zm00001eb194270_T001,474,72.15189873417721,39.24050632911392,15.18987341772152
Zm00001eb174310_T001,486,60.08230452674898,27.572016460905353,22.016460905349795
Zm00001eb171590_T002,687,49.927219796215425,21.97962154294032,25.181950509461426
Zm00001eb190010_T001,366,39.61748633879781,19.398907103825135,34.15300546448087
Zm00001eb179940_T003,744,41.53225806451613,22.043010752688172,31.989247311827956
Zm00001eb179620_T001,225,61.33333333333333,23.11111111111111,16.444444444444446
Zm00001eb178090_T001,252,58.333333333333336,37.301587301587304,28.174603174603174
Zm00001eb183400_T001,321,76.01246105919003,45.17133956386293,11.838006230529595
Zm00001eb201880_T002,2040,50.09803921568627,27.696078431372552,27.35294117647059
Zm00001eb209340_T001,1119,45.1295799821269,24.932975871313673,29.93744414655943
Zm00001eb208440_T001,2286,53.937007874015755,27.77777777777778,23.31583552055993
Zm00001eb177880_T001,474,67.72151898734177,37.130801687763714,16.877637130801688
Zm00001eb167400_T001,324,70.98765432098766,27.469135802469136,11.419753086419753
Zm00001eb184880_T001,1719,41.18673647469459,22.68760907504363,35.02036067481094
Zm00001eb191490_T001,768,69.01041666666666,38.54166666666667,15.885416666666666
Zm00001eb164270_T002,222,44.14414414414414,20.72072072072072,26.126126126126124
Zm00001eb168260_T003,1290,48.837209302325576,25.116279069767444,24.496124031007753
Zm00001eb200470_T001,1914,57.78474399164054,28.683385579937305,22.622779519331242
Zm00001eb205250_T001,921,49.0770901194354,23.995656894679694,25.624321389793703
Zm00001eb200260_T001,2208,63.45108695652174,31.838768115942027,18.432971014492754
Zm00001eb197270_T001,1599,53.09568480300187,26.07879924953096,26.01626016260163
Zm00001eb207360_T001,630,60.0,27.142857142857142,21.11111111111111
Zm00001eb197180_T004,1518,50.790513833992094,23.715415019762844,24.308300395256918
Zm00001eb182200_T001,165,64.24242424242425,27.878787878787882,18.787878787878785
Zm00001eb207020_T001,576,51.041666666666664,29.34027777777778,25.17361111111111
Zm00001eb205890_T004,1230,49.105691056910565,26.747967479674795,28.13008130081301
Zm00001eb175190_T003,1308,68.88379204892966,35.62691131498471,17.12538226299694
Zm00001eb180890_T001,1917,57.90297339593115,28.27334376630151,20.239958268127282
Zm00001eb174650_T001,1329,54.176072234762984,31.677953348382243,25.58314522197141
Zm00001eb174420_T001,468,70.2991452991453,30.128205128205128,14.957264957264957
Zm00001eb178150_T001,432,53.93518518518518,22.916666666666664,27.083333333333332
Zm00001eb195690_T001,3138,49.58572339069471,25.430210325047803,23.518164435946463
Zm00001eb194890_T001,348,67.81609195402298,36.7816091954023,20.402298850574713
Zm00001eb193150_T001,489,37.423312883435585,17.177914110429448,25.357873210633947
Zm00001eb199090_T003,780,66.7948717948718,32.82051282051282,18.461538461538463
Zm00001eb199700_T003,1278,58.05946791862285,27.073552425665103,22.14397496087637
Zm00001eb182930_T001,1083,46.35272391505079,24.284395198522624,22.437673130193904
Zm00001eb193720_T002,564,70.74468085106383,34.57446808510639,16.843971631205672
Zm00001eb204550_T002,657,63.77473363774734,31.963470319634702,21.61339421613394
Zm00001eb172250_T001,492,65.04065040650406,33.94308943089431,18.089430894308943
Zm00001eb184480_T001,1758,49.943117178612056,26.7349260523322,25.82480091012514
Zm00001eb193020_T001,231,51.94805194805194,29.87012987012987,25.108225108225106
Zm00001eb175860_T001,1179,66.92111959287533,33.078880407124686,14.50381679389313
Zm00001eb188220_T001,981,63.71049949031601,31.60040774719674,17.940876656472987
Zm00001eb181570_T001,375,71.2,32.800000000000004,14.133333333333335
Zm00001eb185170_T001,402,50.99502487562189,26.119402985074625,28.35820895522388
Zm00001eb167640_T001,300,65.66666666666666,38.0,17.0
Zm00001eb166850_T002,1233,62.77372262773723,28.304947283049476,21.654501216545015
Zm00001eb181770_T001,420,66.42857142857143,39.76190476190476,22.142857142857142
Zm00001eb174540_T001,1059,43.437204910292735,22.757318224740324,29.367327667610954
Zm00001eb177720_T001,180,48.333333333333336,32.77777777777778,33.33333333333333
Zm00001eb190310_T001,240,74.58333333333333,43.75,12.5
Zm00001eb192330_T001,783,51.46871008939975,27.713920817369093,26.053639846743295
Zm00001eb177390_T004,1368,45.54093567251462,25.36549707602339,31.432748538011694
Zm00001eb174080_T002,2121,56.57708628005658,28.24139556812824,24.893917963224894
Zm00001eb201630_T001,579,55.613126079447326,25.38860103626943,16.92573402417962
Zm00001eb203260_T001,1998,47.847847847847845,27.37737737737738,29.07907907907908
Zm00001eb207600_T001,408,50.73529411764706,26.715686274509803,33.33333333333333
Zm00001eb179360_T001,813,54.48954489544895,26.44526445264453,25.461254612546124
Zm00001eb172380_T001,606,58.745874587458744,24.09240924092409,19.966996699669966
Zm00001eb196520_T001,819,54.94505494505495,29.914529914529915,25.518925518925517
Zm00001eb169670_T001,1437,66.2491301322199,31.80236604036186,15.24008350730689
Zm00001eb170200_T001,348,60.63218390804598,21.839080459770116,16.091954022988507
Zm00001eb200520_T001,648,69.75308641975309,31.01851851851852,12.808641975308642
Zm00001eb188840_T001,954,73.79454926624737,38.469601677148844,13.941299790356393
Zm00001eb201280_T001,174,60.3448275862069,31.60919540229885,22.413793103448278
Zm00001eb164700_T001,576,71.18055555555556,35.06944444444444,14.409722222222221
Zm00001eb204390_T001,963,72.06645898234683,34.68328141225337,15.472481827622014
Zm00001eb183780_T003,1341,47.50186428038777,27.069351230425053,26.025354213273676
Zm00001eb166800_T001,1377,52.4328249818446,24.691358024691358,26.506899055918666
Zm00001eb194980_T001,1608,56.156716417910445,27.114427860696516,22.077114427860696
Zm00001eb190270_T001,615,66.17886178861788,32.19512195121951,20.16260162601626
Zm00001eb173210_T001,1029,44.21768707482993,22.25461613216715,28.377065111758988
Zm00001eb186100_T001,1746,54.92554410080184,27.835051546391753,28.350515463917525
Zm00001eb167220_T001,1242,60.14492753623188,25.925925925925924,23.268921095008054
Zm00001eb164710_T001,447,72.7069351230425,36.46532438478747,13.646532438478747
Zm00001eb206800_T002,1839,48.66775421424687,27.732463295269167,27.07993474714519
Zm00001eb171910_T001,783,52.61813537675607,24.521072796934863,23.49936143039591
Zm00001eb166360_T001,372,42.204301075268816,17.20430107526882,27.1505376344086
Zm00001eb180460_T001,2232,65.50179211469535,32.61648745519714,17.741935483870968
Zm00001eb180440_T001,528,46.78030303030303,20.833333333333336,27.65151515151515
Zm00001eb165060_T006,1620,50.80246913580246,28.209876543209877,27.469135802469136
Zm00001eb186560_T001,603,61.52570480928689,32.33830845771145,21.558872305140962
Zm00001eb200300_T001,1548,53.48837209302325,29.198966408268735,26.16279069767442
Zm00001eb180730_T001,291,39.175257731958766,24.398625429553263,36.08247422680412
Zm00001eb202710_T001,423,76.35933806146572,39.2434988179669,11.347517730496454
Zm00001eb181230_T004,1221,42.50614250614251,23.505323505323506,28.665028665028665
Zm00001eb201640_T001,579,55.613126079447326,25.38860103626943,16.92573402417962
Zm00001eb167390_T001,273,65.93406593406593,21.978021978021978,13.186813186813188
Zm00001eb179460_T001,1599,68.85553470919325,35.27204502814259,15.322076297686055
Zm00001eb182520_T001,303,57.0957095709571,26.732673267326735,21.45214521452145
Zm00001eb170220_T001,1647,78.74924104432301,38.79781420765027,8.561020036429873
Zm00001eb176680_T003,1104,60.86956521739131,36.5036231884058,19.746376811594203
Zm00001eb198960_T001,2088,50.7183908045977,26.915708812260537,27.92145593869732
Zm00001eb190750_T001,3660,48.14207650273224,28.387978142076502,29.69945355191257
Zm00001eb194510_T002,1524,50.39370078740157,28.74015748031496,29.068241469816275
Zm00001eb177910_T001,1014,63.609467455621306,29.388560157790927,13.510848126232741
Zm00001eb185730_T001,1500,42.333333333333336,23.733333333333334,33.2
Zm00001eb172840_T001,792,64.26767676767676,37.62626262626262,19.696969696969695
Zm00001eb183730_T001,555,60.18018018018017,31.17117117117117,18.91891891891892
Zm00001eb179450_T001,594,44.107744107744104,25.084175084175087,27.946127946127948
Zm00001eb168880_T001,2001,50.924537731134436,27.936031984007997,27.586206896551722
Zm00001eb188750_T002,1404,41.23931623931624,23.78917378917379,34.82905982905983
Zm00001eb188170_T001,372,51.88172043010753,22.849462365591396,26.0752688172043
Zm00001eb190700_T001,2103,56.7284831193533,28.245363766048502,21.683309557774606
Zm00001eb192550_T003,1578,48.41571609632446,25.41191381495564,26.869455006337134
Zm00001eb192320_T001,465,72.68817204301075,36.55913978494624,15.053763440860216
Zm00001eb208000_T001,810,70.49382716049382,35.55555555555556,17.65432098765432
Zm00001eb178930_T002,648,49.2283950617284,29.32098765432099,30.709876543209873
Zm00001eb165430_T001,1566,72.66922094508301,34.67432950191571,13.282247765006385
Zm00001eb164730_T001,267,51.68539325842697,25.468164794007492,22.09737827715356
Zm00001eb202860_T001,1476,50.47425474254743,24.59349593495935,25.8130081300813
Zm00001eb199060_T001,2493,63.85880465302848,31.00681909346169,19.574809466506217
Zm00001eb194960_T001,339,41.00294985250738,24.48377581120944,29.20353982300885
Zm00001eb170040_T001,1458,59.807956104252405,28.875171467764062,20.37037037037037
Zm00001eb165910_T001,321,67.28971962616822,29.906542056074763,12.149532710280374
Zm00001eb179180_T002,1191,52.812762384550794,29.303106633081445,22.334172963895885
Zm00001eb189220_T002,1707,66.1394258933802,33.74340949033392,17.809021675454012
Zm00001eb204200_T001,372,39.247311827956985,19.35483870967742,33.064516129032256
Zm00001eb193170_T001,2493,43.88287204171681,22.382671480144403,27.837946249498597
Zm00001eb201290_T002,1080,69.81481481481482,34.629629629629626,16.666666666666664
Zm00001eb192470_T001,816,68.62745098039215,34.681372549019606,15.441176470588236
Zm00001eb178680_T001,2817,57.75647852325169,30.17394391196308,20.37628682996095
Zm00001eb167540_T001,1560,73.07692307692307,36.217948717948715,12.94871794871795
Zm00001eb203990_T001,858,56.17715617715617,21.445221445221446,22.144522144522146
Zm00001eb178390_T001,486,38.065843621399175,22.42798353909465,27.77777777777778
Zm00001eb186590_T001,519,67.2447013487476,34.48940269749518,17.91907514450867
Zm00001eb204070_T001,255,72.15686274509804,34.509803921568626,16.470588235294116
Zm00001eb186920_T001,525,44.38095238095238,27.42857142857143,28.19047619047619
Zm00001eb209140_T001,810,75.30864197530865,31.35802469135803,13.580246913580247
Zm00001eb186300_T001,588,70.23809523809523,32.31292517006803,15.306122448979592
Zm00001eb196080_T001,2007,51.96811160936722,29.546586945690084,25.361235675137024
Zm00001eb200920_T001,1527,52.455795677799614,28.159790438768827,25.081859855926652
Zm00001eb206350_T002,3732,56.243301178992496,30.037513397642012,22.69560557341908
Zm00001eb182610_T001,381,76.64041994750657,40.94488188976378,9.186351706036746
Zm00001eb193920_T002,1038,71.57996146435453,36.99421965317919,14.354527938342967
Zm00001eb174700_T001,507,67.45562130177515,32.149901380670606,14.003944773175542
Zm00001eb204280_T001,729,45.267489711934154,24.417009602194785,26.74897119341564
Zm00001eb198170_T001,471,59.447983014862,36.94267515923567,23.991507430997878
Zm00001eb165750_T001,342,71.34502923976608,41.228070175438596,14.619883040935672
Zm00001eb188800_T002,2565,69.90253411306043,33.372319688109165,15.750487329434698
